Hour,Day,Month,Year,batteryLevel,weather_code_encoded,sunshine_duration_hours,precipitation (mm),soil_temperature_0_to_7cm (°F),vapour_pressure_deficit (kPa)
12,12,1,2023,98.5,0,1.0,0.0,65.4,1.53
13,2,6,2023,100.0,3,1.0,0.0,84.4,1.57
7,16,7,2023,51.0,2,0.13445,0.0,81.3,0.18
18,16,5,2023,100.0,0,1.0,0.0,86.3,1.29
16,15,2,2023,100.0,1,1.0,0.0,74.5,1.48
8,25,4,2023,62.0,2,0.0,0.0,70.1,0.42
5,7,6,2023,54.0,0,0.0,0.0,71.2,0.06
15,3,1,2022,100.0,0,1.0,0.0,68.7,0.64
8,31,8,2022,41.5,4,0.0,0.2,79.1,0.23
14,4,11,2023,100.0,0,1.0,0.0,79.9,2.68
13,8,10,2023,100.0,3,1.0,0.0,78.2,1.83
7,15,5,2023,57.5,0,0.9326722222222222,0.0,69.6,0.49
10,6,4,2023,82.5,1,1.0,0.0,81.5,1.62
6,26,9,2023,50.0,1,0.0,0.0,74.8,0.03
11,21,9,2023,100.0,0,1.0,0.0,84.3,1.53
13,6,12,2022,100.0,1,1.0,0.0,78.1,1.39
11,16,1,2023,74.5,0,1.0,0.0,51.5,0.82
11,21,4,2022,96.0,3,0.9219666666666666,0.0,76.2,1.44
16,17,12,2022,100.0,3,0.0,0.0,64.4,0.85
11,25,6,2022,70.5,1,1.0,0.0,87.1,1.55
7,14,8,2023,63.0,0,0.6226583333333334,0.0,81.1,0.17
9,2,3,2023,54.0,2,0.24761666666666665,0.0,67.7,0.21
7,29,9,2023,56.0,1,0.0,0.0,75.9,0.3
10,2,8,2023,80.0,0,1.0,0.0,84.4,0.86
11,7,8,2022,80.0,1,1.0,0.0,87.7,2.0
12,14,2,2022,93.0,0,1.0,0.0,58.2,0.94
16,9,12,2021,87.0,1,1.0,0.0,80.0,0.93
7,16,3,2022,62.0,1,0.0,0.0,66.1,0.05
13,26,8,2022,100.0,6,1.0,1.1,88.7,1.23
15,10,10,2022,100.0,4,1.0,0.1,85.4,1.74
8,3,5,2023,62.0,1,1.0,0.0,71.3,1.09
9,1,10,2023,59.0,4,1.0,0.2,78.3,0.39
9,13,8,2022,55.5,1,1.0,0.0,80.6,0.68
9,3,4,2023,61.0,2,0.06774444444444444,0.0,72.8,0.5
9,18,6,2023,65.5,2,1.0,0.0,79.6,0.84
9,4,8,2022,58.0,0,1.0,0.0,81.7,0.85
6,10,9,2023,50.0,0,0.0,0.0,73.6,0.04
16,4,11,2023,100.0,0,1.0,0.0,79.3,2.33
12,29,6,2023,100.0,1,1.0,0.0,89.5,2.33
14,27,11,2023,100.0,1,1.0,0.0,71.7,0.99
6,16,9,2023,50.0,1,0.0,0.0,76.3,0.03
17,24,12,2021,98.0,0,1.0,0.0,67.2,0.63
15,28,8,2022,100.0,4,1.0,0.1,86.2,1.06
16,4,1,2024,100.0,0,1.0,0.0,64.5,0.79
8,29,1,2022,73.5,0,0.1547777777777778,0.0,50.3,0.49
13,11,2,2022,97.5,1,1.0,0.0,66.1,1.23
9,1,6,2022,71.5,0,1.0,0.0,78.3,0.92
14,8,12,2023,85.0,8,0.5604472222222222,2.8,69.4,0.88
15,23,6,2023,100.0,7,1.0,2.4,83.7,0.99
11,14,9,2022,59.0,4,0.014750000000000001,0.1,80.9,0.56
12,30,6,2022,100.0,1,1.0,0.0,95.5,2.22
11,25,3,2023,95.0,0,1.0,0.0,78.1,1.56
14,5,1,2022,82.5,1,1.0,0.0,71.7,0.63
11,31,1,2022,99.5,0,1.0,0.0,53.3,0.62
8,30,11,2022,53.0,1,0.05461388888888889,0.0,64.5,0.16
10,23,4,2022,85.0,0,1.0,0.0,75.4,1.47
15,30,11,2023,100.0,1,1.0,0.0,68.9,1.54
12,29,10,2022,55.0,1,1.0,0.0,80.0,1.17
11,13,7,2022,70.0,1,1.0,0.0,88.1,1.92
16,25,2,2022,61.0,0,1.0,0.0,80.9,1.09
8,11,9,2022,24.5,4,1.0,0.1,76.6,0.16
13,5,6,2023,100.0,8,0.04578888888888889,7.0,81.3,0.97
10,5,9,2022,73.5,0,1.0,0.0,85.1,1.23
16,3,11,2023,100.0,2,1.0,0.0,78.3,1.63
6,27,7,2023,52.0,3,0.0,0.0,76.3,0.0
12,30,7,2023,100.0,4,1.0,0.3,88.7,1.58
16,12,12,2023,100.0,1,1.0,0.0,66.8,1.03
10,29,7,2022,72.5,0,1.0,0.0,85.6,1.42
7,12,2,2022,84.0,3,0.0,0.0,53.0,0.0
6,11,9,2023,59.0,0,0.0,0.0,75.5,0.08
9,29,5,2022,64.5,0,1.0,0.0,78.0,1.24
10,30,3,2022,75.0,1,1.0,0.0,70.7,1.01
16,24,12,2022,100.0,1,0.42161944444444444,0.0,50.5,0.42
8,4,6,2022,56.5,4,0.0,0.4,75.0,0.22
13,9,8,2023,100.0,0,1.0,0.0,93.4,2.14
7,5,3,2023,57.0,4,0.0,0.1,70.0,0.03
12,19,5,2023,100.0,1,1.0,0.0,91.1,2.4
7,20,12,2023,50.0,1,0.0,0.0,48.4,0.17
14,1,4,2022,60.0,2,1.0,0.0,81.1,1.17
9,17,9,2023,70.5,4,1.0,0.1,81.9,0.73
7,4,12,2021,50.0,3,0.0,0.0,53.5,0.03
14,25,10,2023,100.0,3,1.0,0.0,81.8,1.96
14,9,7,2023,100.0,1,1.0,0.0,90.8,1.73
7,18,6,2023,55.5,5,0.0,0.9,74.7,0.26
12,11,5,2022,100.0,0,1.0,0.0,85.5,2.75
14,18,10,2022,100.0,2,1.0,0.0,79.1,1.23
10,19,5,2023,86.5,0,1.0,0.0,83.5,1.81
10,26,9,2022,70.5,0,1.0,0.0,80.9,0.78
16,11,8,2022,76.5,1,0.0,0.0,87.1,1.33
15,4,1,2023,100.0,4,0.19740833333333332,0.2,75.4,0.75
8,30,7,2022,52.5,0,1.0,0.0,79.9,0.57
13,28,5,2022,100.0,0,1.0,0.0,85.2,2.05
11,15,5,2022,82.5,0,1.0,0.0,85.6,1.69
17,9,7,2022,100.0,4,1.0,0.4,88.0,1.22
16,3,1,2024,100.0,1,1.0,0.0,64.4,1.04
13,2,1,2024,100.0,1,1.0,0.0,62.9,0.94
16,21,10,2023,100.0,0,1.0,0.0,82.9,1.44
12,13,12,2023,48.0,1,1.0,0.0,67.2,0.9
8,12,5,2022,61.5,0,1.0,0.0,69.6,0.8
10,19,1,2023,54.0,0,1.0,0.0,62.1,0.56
12,10,9,2023,100.0,0,1.0,0.0,89.7,2.12
15,17,6,2023,100.0,5,1.0,0.7,88.0,1.19
11,6,7,2022,83.5,4,1.0,0.2,86.8,1.09
11,25,9,2023,100.0,0,1.0,0.0,87.5,2.19
13,8,7,2022,100.0,4,1.0,0.1,91.6,1.71
10,7,4,2023,79.0,1,1.0,0.0,81.3,1.85
9,25,9,2022,56.5,3,1.0,0.0,77.3,0.61
17,8,2,2023,100.0,0,1.0,0.0,78.1,1.98
17,27,8,2022,100.0,1,0.06295833333333334,0.0,83.1,0.6
11,2,2,2023,95.0,3,1.0,0.0,70.1,0.39
8,26,1,2022,0.0,3,0.0,0.0,52.6,0.1
11,3,5,2023,100.0,0,1.0,0.0,76.9,2.15
16,13,4,2022,99.5,2,1.0,0.0,81.7,2.36
10,7,5,2023,87.5,0,1.0,0.0,78.7,1.65
14,30,8,2022,76.5,4,0.0,0.1,80.5,0.53
8,6,4,2023,66.0,0,1.0,0.0,74.2,0.55
6,19,10,2023,57.0,0,0.0,0.0,61.3,0.09
8,2,4,2022,48.5,4,0.0,0.3,70.2,0.11
17,11,4,2023,100.0,1,0.7642277777777777,0.0,82.1,1.82
11,3,3,2022,66.0,1,1.0,0.0,69.7,1.17
6,11,7,2022,50.0,6,0.0,1.1,76.2,0.13
11,29,11,2023,88.5,0,1.0,0.0,56.9,0.9
9,28,3,2023,53.0,3,0.07991388888888888,0.0,75.4,0.48
12,8,8,2023,100.0,0,1.0,0.0,91.5,1.75
12,24,8,2022,93.0,4,1.0,0.2,89.5,1.56
13,13,9,2023,100.0,0,1.0,0.0,91.4,1.86
16,7,12,2021,86.0,1,1.0,0.0,78.2,0.6
16,5,7,2023,100.0,5,1.0,0.7,92.1,1.65
13,15,10,2023,100.0,0,1.0,0.0,80.6,1.06
7,9,10,2023,57.5,1,0.0,0.0,64.2,0.71
8,31,8,2023,50.5,8,0.09572777777777777,6.0,79.1,0.21
10,18,10,2023,89.5,0,1.0,0.0,65.3,1.1
16,10,7,2023,100.0,4,0.8677916666666667,0.1,83.6,0.75
13,24,6,2022,100.0,5,1.0,0.7,92.4,1.23
14,8,7,2023,73.5,7,1.0,1.9,83.3,0.9
13,6,10,2022,100.0,2,1.0,0.0,79.5,1.55
10,10,12,2021,54.0,1,1.0,0.0,69.3,0.39
9,26,6,2023,61.0,4,1.0,0.2,81.1,0.93
10,27,1,2023,79.5,0,1.0,0.0,53.0,0.57
10,6,12,2022,80.0,0,1.0,0.0,70.1,0.7
10,29,12,2021,71.0,0,1.0,0.0,67.4,0.52
10,27,11,2022,86.5,5,1.0,0.9,74.1,0.51
10,28,10,2023,83.5,0,1.0,0.0,76.4,1.1
8,28,5,2023,60.0,0,1.0,0.0,70.5,0.61
12,21,9,2022,99.0,0,1.0,0.0,84.4,1.07
12,6,4,2022,81.5,4,1.0,0.2,80.3,1.03
9,4,7,2022,61.5,0,1.0,0.0,82.5,0.99
11,25,9,2022,80.0,4,1.0,0.2,82.2,1.04
14,4,7,2023,100.0,0,1.0,0.0,95.3,2.54
11,28,9,2023,71.0,4,0.4999166666666667,0.1,81.8,1.03
12,16,6,2023,90.5,2,0.7860027777777778,0.0,86.2,1.31
12,6,8,2023,86.0,8,1.0,4.9,88.9,1.03
6,27,9,2022,50.0,1,0.0,0.0,74.6,0.04
14,8,7,2022,100.0,8,1.0,5.7,89.9,0.82
17,7,5,2023,100.0,1,1.0,0.0,87.2,2.51
16,4,5,2023,100.0,0,1.0,0.0,84.6,2.14
14,23,7,2023,100.0,4,1.0,0.1,87.2,1.04
11,3,4,2023,82.5,2,0.7171166666666666,0.0,80.6,1.69
7,1,1,2022,50.0,3,0.0,0.0,67.1,0.01
10,14,10,2022,41.0,0,1.0,0.0,76.5,0.92
10,24,9,2023,80.0,1,1.0,0.0,78.9,2.22
6,3,7,2022,63.0,0,0.0,0.0,74.8,0.07
7,28,10,2022,33.0,3,0.0,0.0,71.4,0.02
8,3,2,2023,54.0,7,0.0,2.1,69.1,0.06
7,10,2,2023,50.0,0,0.0,0.0,65.6,0.1
9,26,8,2023,71.5,1,1.0,0.0,81.8,0.99
16,28,11,2023,81.5,1,0.0,0.0,61.2,0.84
17,11,7,2022,100.0,1,0.4270472222222222,0.0,83.7,0.77
14,29,7,2022,100.0,0,1.0,0.0,94.0,2.96
10,3,7,2023,69.5,0,1.0,0.0,87.4,1.51
7,21,6,2023,54.0,3,0.0,0.0,71.9,0.16
11,29,5,2023,79.5,1,1.0,0.0,79.0,1.81
7,2,9,2023,50.0,0,0.32385277777777777,0.0,79.1,0.25
14,18,3,2023,100.0,4,0.6504277777777777,0.3,75.5,0.74
7,12,12,2021,50.0,3,0.0,0.0,66.5,0.0
7,12,10,2022,44.5,1,0.0,0.0,74.9,0.07
7,30,1,2022,85.5,0,0.0,0.0,36.0,0.21
10,9,10,2023,69.5,1,1.0,0.0,70.7,1.57
9,10,1,2024,15.0,0,1.0,0.0,57.1,0.34
17,1,6,2023,100.0,7,1.0,2.2,80.9,0.47
9,12,9,2022,59.5,1,1.0,0.0,80.4,0.64
15,23,1,2023,100.0,0,1.0,0.0,68.6,1.0
7,22,5,2023,66.5,3,0.9859638888888889,0.0,75.0,0.08
18,29,5,2023,100.0,1,1.0,0.0,81.8,1.32
13,30,3,2023,100.0,0,1.0,0.0,84.4,2.13
9,1,12,2023,62.0,0,1.0,0.0,63.0,0.18
14,30,12,2021,100.0,1,1.0,0.0,76.7,1.17
8,15,3,2022,68.5,4,0.0,0.1,63.0,0.22
18,27,5,2022,100.0,2,1.0,0.0,79.6,0.68
12,27,11,2022,100.0,5,1.0,0.8,75.3,0.48
11,7,4,2022,52.0,4,0.0,0.4,75.4,0.32
15,18,3,2022,73.5,1,1.0,0.0,81.0,1.75
12,2,8,2022,100.0,0,1.0,0.0,92.2,2.08
7,18,6,2022,51.0,0,1.0,0.0,79.5,0.42
16,17,11,2022,100.0,0,1.0,0.0,67.5,0.96
12,7,12,2022,98.5,0,1.0,0.0,75.8,1.28
15,19,6,2022,100.0,2,1.0,0.0,95.3,1.78
10,19,4,2023,76.0,2,1.0,0.0,71.7,1.63
11,8,6,2022,77.0,4,1.0,0.1,87.6,1.44
7,4,1,2023,83.5,1,0.0,0.0,68.6,0.1
18,3,7,2022,100.0,4,1.0,0.3,86.2,0.93
16,27,7,2022,100.0,4,1.0,0.1,86.4,0.87
10,9,1,2023,100.0,0,1.0,0.0,60.8,0.39
8,28,5,2022,67.5,0,1.0,0.0,74.8,0.35
15,17,5,2023,100.0,0,1.0,0.0,90.5,1.68
15,8,9,2022,52.5,8,0.0,2.7,78.2,0.18
15,27,9,2022,100.0,4,0.0,0.1,79.0,0.58
8,17,9,2023,63.0,0,1.0,0.0,79.4,0.34
15,23,12,2022,64.0,0,1.0,0.0,63.1,0.64
10,13,4,2023,77.5,1,1.0,0.0,76.9,1.07
9,8,1,2023,98.0,0,1.0,0.0,52.5,0.22
7,10,10,2022,44.5,0,0.0,0.0,71.1,0.15
9,2,11,2022,41.5,4,0.32659444444444446,0.1,76.0,0.35
12,1,10,2023,79.0,4,1.0,0.3,81.9,0.72
7,6,12,2021,50.0,1,0.0,0.0,59.5,0.02
8,5,1,2024,29.0,0,0.05990833333333333,0.0,50.0,0.12
8,18,10,2022,45.0,5,0.0,0.7,72.6,0.18
12,20,4,2022,100.0,0,1.0,0.0,78.2,1.9
16,17,12,2021,85.0,1,1.0,0.0,80.2,1.67
8,13,2,2023,60.5,0,0.4405111111111111,0.0,52.8,0.25
11,15,10,2023,100.0,0,1.0,0.0,78.4,1.09
12,17,2,2023,100.0,0,1.0,0.0,75.8,1.53
13,15,4,2023,100.0,4,1.0,0.3,88.6,1.78
13,1,6,2023,100.0,1,1.0,0.0,82.4,1.31
12,14,6,2022,100.0,1,1.0,0.0,90.7,1.93
8,10,11,2023,58.5,1,0.7860361111111112,0.0,69.6,0.43
11,17,2,2022,87.0,0,1.0,0.0,70.7,0.86
10,3,11,2022,72.0,1,1.0,0.0,77.3,0.62
16,2,6,2022,100.0,8,0.8447583333333334,5.0,86.4,0.53
10,26,5,2023,71.0,5,0.1274472222222222,0.8,73.7,0.45
11,21,6,2023,65.0,1,1.0,0.0,76.1,0.85
10,25,3,2023,79.5,4,1.0,0.2,74.3,0.87
10,8,7,2023,51.0,8,0.0,5.6,78.2,0.21
17,4,8,2022,100.0,4,1.0,0.1,91.9,1.78
14,27,2,2023,100.0,1,1.0,0.0,77.9,1.37
10,18,8,2023,79.5,0,1.0,0.0,84.2,0.84
12,11,1,2023,98.5,0,1.0,0.0,63.5,1.14
13,18,3,2022,74.0,1,1.0,0.0,79.1,1.94
10,1,6,2023,83.0,2,1.0,0.0,79.3,1.02
17,4,4,2022,99.5,0,1.0,0.0,79.1,1.24
9,16,7,2023,59.5,8,1.0,5.7,82.5,0.33
16,14,3,2023,100.0,1,1.0,0.0,74.6,1.38
16,18,3,2022,73.5,0,1.0,0.0,80.9,1.33
11,22,3,2022,80.5,0,1.0,0.0,73.9,1.5
15,17,1,2023,100.0,1,1.0,0.0,65.7,0.95
17,30,8,2022,85.5,4,0.0,0.1,81.6,0.61
8,17,5,2022,54.0,0,1.0,0.0,74.0,0.87
11,16,5,2022,80.0,0,1.0,0.0,83.1,1.7
8,1,7,2023,58.0,0,1.0,0.0,79.3,0.66
8,2,2,2023,53.5,3,0.0,0.0,64.3,0.01
11,8,10,2022,100.0,0,1.0,0.0,76.8,1.63
14,27,6,2023,100.0,0,1.0,0.0,89.3,1.39
16,17,9,2023,100.0,4,1.0,0.3,89.6,1.44
16,15,4,2023,100.0,2,1.0,0.0,87.6,1.12
9,6,10,2022,65.5,1,1.0,0.0,69.6,0.75
11,16,12,2023,11.5,5,0.0,0.7,64.3,0.19
13,22,6,2022,100.0,1,1.0,0.0,91.2,1.78
12,18,9,2023,100.0,1,1.0,0.0,89.1,1.88
10,1,2,2022,67.5,1,1.0,0.0,51.0,0.57
15,27,3,2023,100.0,0,1.0,0.0,90.1,1.75
13,20,8,2023,100.0,0,1.0,0.0,90.5,2.09
10,29,1,2022,92.5,0,1.0,0.0,51.9,0.48
6,16,5,2022,57.0,0,0.0,0.0,66.9,0.06
15,15,10,2022,100.0,4,1.0,0.1,83.2,1.43
16,3,4,2023,100.0,0,1.0,0.0,91.0,1.97
8,4,12,2023,1.0,4,0.0,0.1,69.6,0.09
13,28,10,2022,91.0,4,1.0,0.1,81.3,1.26
7,15,12,2021,26.5,0,0.0,0.0,62.9,0.13
15,14,11,2023,37.5,4,1.0,0.1,74.7,0.72
6,23,10,2022,41.0,0,0.0,0.0,61.1,0.13
14,16,6,2022,100.0,1,1.0,0.0,97.1,3.29
16,22,9,2022,100.0,1,1.0,0.0,86.5,1.61
16,5,8,2022,87.5,7,0.0022333333333333333,2.2,85.8,0.74
10,23,12,2021,47.5,0,1.0,0.0,55.3,0.47
10,18,11,2023,10.5,4,0.0,0.3,70.1,0.28
12,19,12,2021,43.0,4,1.0,0.1,75.6,0.64
10,1,1,2023,70.5,3,0.0,0.0,68.9,0.09
15,14,3,2023,100.0,0,1.0,0.0,75.2,1.45
13,24,5,2022,100.0,1,1.0,0.0,87.5,2.2
7,22,10,2023,50.0,1,0.0,0.0,60.7,0.18
7,12,8,2022,32.5,2,0.38450833333333334,0.0,78.2,0.14
7,3,3,2023,58.0,0,0.0,0.0,65.6,0.16
13,17,10,2022,89.5,5,1.0,0.9,81.3,0.7
10,10,11,2023,78.5,1,1.0,0.0,77.0,1.28
9,20,3,2023,68.5,0,1.0,0.0,52.8,0.59
12,14,7,2022,76.0,1,1.0,0.0,85.4,1.03
18,26,8,2022,100.0,1,0.0,0.0,82.3,0.42
8,26,12,2023,8.5,3,0.0,0.0,65.4,0.03
11,13,9,2022,78.5,4,0.06569166666666668,0.1,80.7,0.77
12,18,3,2022,74.0,1,1.0,0.0,76.9,1.87
12,23,7,2022,80.5,0,1.0,0.0,89.0,1.53
17,22,9,2022,100.0,0,1.0,0.0,85.3,1.04
9,2,2,2022,57.0,0,1.0,0.0,54.0,0.38
8,16,7,2022,52.5,2,0.8551416666666667,0.0,78.6,0.56
15,24,6,2023,100.0,6,1.0,1.1,86.7,1.19
8,17,3,2022,61.5,3,0.17350000000000002,0.0,64.2,0.04
14,26,11,2022,100.0,4,0.9276583333333334,0.2,75.5,0.5
16,18,4,2022,78.5,0,1.0,0.0,84.7,1.42
12,20,12,2021,54.5,3,0.0,0.0,68.9,0.5
17,26,5,2022,100.0,5,1.0,0.6,87.1,1.97
7,26,9,2022,54.5,3,0.03854166666666667,0.0,75.5,0.09
7,23,8,2023,53.0,0,0.5415111111111112,0.0,78.7,0.25
12,27,7,2022,98.5,8,1.0,3.6,87.0,1.0
12,4,12,2023,20.5,3,0.7397805555555556,0.0,74.6,0.57
10,7,3,2023,75.5,4,1.0,0.1,73.3,0.66
12,5,10,2022,100.0,0,1.0,0.0,77.3,1.3
17,3,8,2023,100.0,6,1.0,1.2,88.1,1.43
7,24,9,2023,51.0,0,0.06043333333333333,0.0,68.1,0.35
16,21,9,2022,100.0,4,1.0,0.1,84.2,1.13
8,10,4,2022,65.5,0,1.0,0.0,55.3,0.51
6,18,4,2023,64.5,0,0.0,0.0,58.6,0.68
17,16,9,2023,100.0,4,1.0,0.3,87.9,0.94
15,11,2,2022,97.5,0,1.0,0.0,69.0,1.61
10,11,9,2023,83.5,0,1.0,0.0,86.1,1.49
14,8,6,2022,100.0,2,1.0,0.0,88.1,1.25
9,19,6,2023,63.0,0,1.0,0.0,81.9,1.36
13,21,5,2022,93.5,4,0.5464305555555555,0.4,82.5,1.04
10,2,6,2022,75.5,0,1.0,0.0,81.0,1.39
8,9,10,2023,59.5,1,0.33663333333333334,0.0,65.0,0.78
15,1,11,2023,100.0,0,1.0,0.0,79.3,1.54
13,7,6,2022,100.0,3,1.0,0.0,89.9,1.75
11,31,7,2023,98.5,4,1.0,0.1,87.7,1.51
14,1,9,2022,100.0,5,0.024527777777777777,0.8,86.2,0.71
6,3,4,2023,50.0,3,0.0,0.0,67.1,0.0
15,10,7,2023,100.0,4,0.0,0.2,83.3,0.48
8,28,7,2023,56.5,6,0.9448527777777778,1.1,79.1,0.39
13,16,10,2023,100.0,0,1.0,0.0,75.5,1.02
15,7,4,2022,65.0,7,0.0,1.4,74.6,0.11
7,16,9,2023,50.5,0,0.0834111111111111,0.0,77.3,0.08
15,19,12,2023,100.0,0,1.0,0.0,62.7,0.86
12,9,10,2023,81.0,1,1.0,0.0,77.3,2.01
9,21,5,2022,63.0,3,0.0,0.0,74.7,0.42
12,25,10,2022,100.0,2,1.0,0.0,80.5,1.83
14,2,1,2022,97.0,4,1.0,0.1,78.0,1.19
14,25,2,2022,61.5,3,1.0,0.0,80.8,1.31
14,8,9,2023,100.0,1,1.0,0.0,89.9,1.67
10,18,11,2022,64.0,1,0.8291888888888889,0.0,58.3,0.59
14,16,4,2023,100.0,4,1.0,0.3,84.9,1.62
12,12,5,2023,100.0,2,1.0,0.0,89.9,2.76
16,15,2,2022,92.5,2,0.6133861111111111,0.0,63.8,1.25
14,8,1,2023,100.0,0,1.0,0.0,69.9,1.33
17,12,9,2022,100.0,1,0.4839777777777778,0.0,82.8,0.83
11,8,8,2023,100.0,1,1.0,0.0,90.3,1.86
11,26,7,2023,74.0,4,1.0,0.1,87.1,1.29
17,3,6,2023,100.0,0,1.0,0.0,83.5,1.11
9,6,5,2023,75.0,0,1.0,0.0,76.0,1.24
17,18,3,2023,100.0,3,0.0,0.0,72.9,0.42
12,4,7,2022,94.5,1,1.0,0.0,89.9,1.85
8,24,9,2023,59.0,1,1.0,0.0,70.7,0.82
8,3,10,2022,57.0,0,1.0,0.0,69.2,0.24
14,23,11,2022,100.0,3,1.0,0.0,74.6,0.85
9,1,3,2022,48.5,1,1.0,0.0,61.1,0.32
9,29,11,2022,63.0,0,1.0,0.0,62.9,0.38
8,25,5,2023,64.0,7,1.0,2.2,73.4,0.52
15,15,10,2023,100.0,1,1.0,0.0,80.3,1.04
11,24,11,2022,86.5,3,0.0,0.0,71.3,0.42
13,20,9,2023,100.0,1,1.0,0.0,87.9,2.06
12,28,9,2023,78.5,4,1.0,0.1,84.5,1.44
17,2,8,2023,100.0,4,1.0,0.1,89.7,1.61
7,25,5,2023,59.0,3,0.0,0.0,72.4,0.34
7,6,8,2023,63.5,2,0.6896361111111111,0.0,80.2,0.27
15,22,4,2023,100.0,4,1.0,0.4,88.6,1.18
14,19,8,2023,100.0,1,1.0,0.0,93.2,2.25
9,29,8,2022,55.5,2,0.8514166666666666,0.0,78.8,0.47
6,19,6,2022,60.5,1,0.0,0.0,75.7,0.05
11,15,2,2023,99.0,0,1.0,0.0,65.9,1.01
9,11,10,2023,56.5,3,0.0,0.0,73.0,0.35
13,30,10,2022,100.0,1,1.0,0.0,82.7,1.63
13,14,3,2023,100.0,0,1.0,0.0,73.3,1.35
12,11,5,2023,100.0,1,1.0,0.0,89.0,2.66
14,19,3,2023,100.0,0,1.0,0.0,69.2,1.32
8,18,2,2022,69.0,3,0.0,0.0,67.9,0.11
8,21,10,2022,50.0,0,1.0,0.0,55.0,0.49
11,10,1,2023,81.5,0,1.0,0.0,61.6,0.62
10,7,6,2022,76.0,4,1.0,0.1,83.7,0.98
17,15,9,2023,100.0,0,1.0,0.0,93.2,2.0
14,9,1,2023,100.0,0,1.0,0.0,72.0,0.97
12,28,12,2023,24.5,4,0.0,0.1,60.3,0.15
9,9,12,2022,38.5,3,0.016536111111111113,0.0,66.5,0.04
10,30,1,2023,74.0,0,1.0,0.0,68.1,0.51
10,3,8,2023,76.5,4,1.0,0.1,85.0,1.22
11,1,8,2022,82.0,1,1.0,0.0,90.1,1.81
11,24,10,2022,91.5,1,1.0,0.0,75.5,1.09
15,6,12,2023,100.0,0,1.0,0.0,68.0,1.14
8,26,7,2022,52.5,0,1.0,0.0,79.5,0.4
17,10,3,2023,100.0,2,1.0,0.0,79.7,0.75
11,19,7,2023,80.5,4,1.0,0.1,88.8,1.62
9,29,8,2023,62.0,1,1.0,0.0,83.1,0.8
13,28,1,2023,78.5,3,0.0,0.0,57.5,0.75
11,15,2,2022,92.5,1,1.0,0.0,55.2,0.8
15,28,12,2022,100.0,0,1.0,0.0,64.2,1.34
7,18,4,2023,66.5,0,0.5819722222222222,0.0,56.6,0.8
8,1,8,2023,57.5,4,1.0,0.1,78.0,0.42
16,18,9,2023,100.0,1,1.0,0.0,91.6,2.05
17,26,7,2023,100.0,1,0.0,0.0,86.8,0.81
13,3,5,2023,100.0,0,1.0,0.0,80.9,2.22
15,22,11,2022,100.0,3,0.6335444444444445,0.0,72.1,0.63
11,29,9,2023,68.5,4,1.0,0.3,78.2,0.46
12,4,9,2022,91.5,2,1.0,0.0,87.5,1.61
8,2,10,2022,56.0,0,1.0,0.0,67.3,0.43
8,11,12,2023,29.0,0,0.3707,0.0,55.2,0.28
14,13,6,2023,100.0,0,1.0,0.0,93.0,1.93
12,10,1,2022,76.5,4,0.2486972222222222,0.3,70.5,0.28
6,3,10,2022,47.0,0,0.0,0.0,67.0,0.07
14,24,3,2023,100.0,0,1.0,0.0,85.5,2.27
9,21,11,2023,64.5,1,0.7236333333333334,0.0,70.1,0.47
12,21,11,2023,100.0,1,1.0,0.0,77.3,1.48
14,4,2,2023,100.0,0,1.0,0.0,69.4,1.46
16,26,7,2023,100.0,8,1.0,2.5,89.3,0.85
7,1,7,2023,55.0,1,0.9753833333333334,0.0,76.8,0.34
12,15,9,2022,96.0,4,1.0,0.1,84.4,1.26
15,13,12,2021,85.0,1,1.0,0.0,78.7,1.18
7,26,12,2022,79.5,1,0.0,0.0,40.8,0.28
13,12,2,2023,46.0,1,0.06426388888888888,0.0,66.0,0.6
8,21,4,2023,61.5,0,1.0,0.0,67.7,0.77
14,10,11,2022,20.5,7,0.0,2.4,71.1,0.18
12,29,7,2022,100.0,0,1.0,0.0,90.8,2.31
13,13,2,2023,100.0,0,1.0,0.0,65.9,1.02
7,17,7,2023,38.5,4,0.005225,0.1,79.6,0.23
9,9,4,2023,48.5,4,0.0,0.2,68.6,0.25
6,10,10,2022,44.5,0,0.0,0.0,69.4,0.11
13,3,4,2022,69.0,0,1.0,0.0,76.4,1.18
15,21,8,2023,100.0,0,1.0,0.0,90.9,2.57
8,9,11,2022,51.0,3,0.0,0.0,70.5,0.47
16,13,12,2023,83.0,1,1.0,0.0,70.1,0.86
13,27,3,2022,100.0,0,1.0,0.0,74.6,1.85
15,11,5,2023,100.0,1,1.0,0.0,93.9,3.07
12,5,9,2023,100.0,1,1.0,0.0,87.4,2.32
17,11,6,2023,100.0,1,1.0,0.0,88.1,1.35
9,27,10,2022,44.0,0,1.0,0.0,74.9,0.4
9,4,11,2023,70.0,0,1.0,0.0,65.8,0.99
15,3,7,2023,100.0,0,1.0,0.0,94.8,1.93
8,24,8,2023,65.5,4,1.0,0.1,80.6,0.3
12,3,6,2023,100.0,4,1.0,0.1,84.1,1.45
12,21,5,2023,100.0,4,1.0,0.1,91.2,1.95
10,20,6,2023,74.0,8,0.0,5.8,78.6,0.49
12,11,6,2023,92.0,4,1.0,0.1,88.4,1.77
14,22,8,2022,100.0,7,1.0,1.4,93.3,1.37
17,16,5,2023,100.0,0,1.0,0.0,88.1,1.54
